id_produit,nom_produit,categorie,sous_categorie,sexe,taille,couleur,prix_unitaire,cout_production,quantite_stock
AS935,Accessoires Sacs,Accessoires,Sacs,Unisexe,L,Blanc,205.35,67.05,37
VS889,Vetements Shorts,Vetements,Shorts,Unisexe,XS,Jaune,97.09,33.1,100
CR655,Chaussures Running,Chaussures,Running,Femme,41,Rouge,207.4,82.27,16
VT230,Vetements T-shirts,Vetements,T-shirts,Femme,S,Vert,227.71,71.68,45
VS285,Vetements Sweats,Vetements,Sweats,Unisexe,L,Jaune,223.39,113.17,63
VS590,Vetements Sweats,Vetements,Sweats,Femme,XL,Noir,184.19,88.68,92
CF471,Chaussures Football,Chaussures,Football,Homme,38,Noir,299.32,125.55,10
AC142,Accessoires Casquettes,Accessoires,Casquettes,Femme,M,Bleu,82.69,40.68,14
AS291,Accessoires Sacs,Accessoires,Sacs,Homme,M,Noir,265.51,152.32,71
VT954,Vetements T-shirts,Vetements,T-shirts,Homme,L,Noir,134.28,60.35,22
AC472,Accessoires Chaussettes,Accessoires,Chaussettes,Homme,S,Blanc,146.9,73.32,9
CF382,Chaussures Football,Chaussures,Football,Femme,43,Blanc,226.74,88.35,50
VS719,Vetements Shorts,Vetements,Shorts,Homme,S,Jaune,280.8,117.25,20
VS624,Vetements Sweats,Vetements,Sweats,Femme,S,Jaune,238.39,132.84,65
AC725,Accessoires Chaussettes,Accessoires,Chaussettes,Unisexe,XS,Vert,68.72,27.94,32
CF507,Chaussures Football,Chaussures,Football,Homme,43,Blanc,116.87,47.98,89
AS447,Accessoires Sacs,Accessoires,Sacs,Unisexe,L,Rouge,186.06,104.86,86
AC644,Accessoires Casquettes,Accessoires,Casquettes,Homme,XL,Vert,111.49,41.42,92
VT281,Vetements T-shirts,Vetements,T-shirts,Homme,M,Noir,270.26,98.31,12
AS391,Accessoires Sacs,Accessoires,Sacs,Unisexe,XL,Bleu,132.16,78.15,78
VS197,Vetements Shorts,Vetements,Shorts,Unisexe,M,Vert,96.16,42.07,68
VT162,Vetements T-shirts,Vetements,T-shirts,Femme,XS,Vert,104.98,45.39,100
CF337,Chaussures Football,Chaussures,Football,Femme,42,Jaune,206.34,99.47,91
AS132,Accessoires Sacs,Accessoires,Sacs,Femme,XS,Vert,82.38,42.75,17
VT969,Vetements T-shirts,Vetements,T-shirts,Femme,M,Rouge,187.32,59.34,50
AS677,Accessoires Sacs,Accessoires,Sacs,Femme,XS,Rouge,186.9,67.48,70
AC142,Accessoires Casquettes,Accessoires,Casquettes,Homme,M,Bleu,153.21,75.8,49
CF347,Chaussures Football,Chaussures,Football,Homme,40,Bleu,81.3,37.74,58
CR226,Chaussures Running,Chaussures,Running,Unisexe,45,Vert,131.8,61.91,73
VS832,Vetements Sweats,Vetements,Sweats,Unisexe,M,Blanc,150.91,83.48,33
VT471,Vetements T-shirts,Vetements,T-shirts,Femme,XL,Bleu,100.43,33.36,81
AS897,Accessoires Sacs,Accessoires,Sacs,Femme,XS,Bleu,180.02,70.72,44
AC161,Accessoires Casquettes,Accessoires,Casquettes,Femme,M,Noir,91.02,38.22,19
AC400,Accessoires Chaussettes,Accessoires,Chaussettes,Unisexe,S,Vert,97.07,41.22,35
AC609,Accessoires Chaussettes,Accessoires,Chaussettes,Femme,M,Rouge,136.37,78.63,61
CF890,Chaussures Football,Chaussures,Football,Homme,35,Rouge,140.04,51.93,26
AC946,Accessoires Chaussettes,Accessoires,Chaussettes,Unisexe,XL,Blanc,283.43,164.76,46
CB854,Chaussures Basketball,Chaussures,Basketball,Femme,37,Blanc,102.14,49.54,39
CR972,Chaussures Running,Chaussures,Running,Unisexe,42,Blanc,158.67,81.22,38
AC891,Accessoires Casquettes,Accessoires,Casquettes,Femme,L,Vert,220.24,67.2,42
VT454,Vetements T-shirts,Vetements,T-shirts,Unisexe,L,Blanc,262.78,118.31,53
CF919,Chaussures Football,Chaussures,Football,Unisexe,44,Rouge,241.21,130.16,60
VT573,Vetements T-shirts,Vetements,T-shirts,Femme,L,Bleu,219.07,107.87,96
CB324,Chaussures Basketball,Chaussures,Basketball,Homme,41,Vert,100.29,42.21,11
AC351,Accessoires Casquettes,Accessoires,Casquettes,Femme,M,Noir,170.12,101.06,76
AC440,Accessoires Chaussettes,Accessoires,Chaussettes,Homme,S,Blanc,130.12,64.67,30
CF447,Chaussures Football,Chaussures,Football,Homme,44,Noir,170.25,61.77,79
VT188,Vetements T-shirts,Vetements,T-shirts,Homme,S,Noir,206.71,118.11,57
VS666,Vetements Sweats,Vetements,Sweats,Homme,XS,Rouge,155.24,63.48,51
CR857,Chaussures Running,Chaussures,Running,Unisexe,36,Rouge,82.43,34.79,1
CB851,Chaussures Basketball,Chaussures,Basketball,Homme,39,Vert,168.82,89.14,42
CR674,Chaussures Running,Chaussures,Running,Unisexe,37,Noir,188.16,66.89,100
VS404,Vetements Sweats,Vetements,Sweats,Unisexe,M,Rouge,108.36,50.52,93
AS913,Accessoires Sacs,Accessoires,Sacs,Femme,XS,Jaune,192.89,114.19,37
AC855,Accessoires Casquettes,Accessoires,Casquettes,Femme,XL,Rouge,293.46,111.71,60
VT896,Vetements T-shirts,Vetements,T-shirts,Femme,L,Jaune,242.1,84.84,99
CB335,Chaussures Basketball,Chaussures,Basketball,Homme,45,Noir,195.37,105.59,71
CR508,Chaussures Running,Chaussures,Running,Homme,35,Noir,296.37,89.54,93
AC220,Accessoires Chaussettes,Accessoires,Chaussettes,Homme,XS,Blanc,167.55,54.94,99
VT499,Vetements T-shirts,Vetements,T-shirts,Homme,M,Jaune,222.57,83.2,60
AS571,Accessoires Sacs,Accessoires,Sacs,Unisexe,M,Noir,268.45,120.53,13
VS581,Vetements Shorts,Vetements,Shorts,Femme,S,Noir,299.33,123.35,9
CF519,Chaussures Football,Chaussures,Football,Unisexe,35,Rouge,210.97,67.66,71
AS156,Accessoires Sacs,Accessoires,Sacs,Femme,S,Noir,215.31,119.07,94
VT371,Vetements T-shirts,Vetements,T-shirts,Femme,S,Jaune,136.82,48.51,81
AC133,Accessoires Chaussettes,Accessoires,Chaussettes,Homme,S,Rouge,270.59,132.91,40
VT601,Vetements T-shirts,Vetements,T-shirts,Femme,XS,Jaune,140.95,70.59,42
CB842,Chaussures Basketball,Chaussures,Basketball,Unisexe,44,Rouge,79.27,26.0,29
VT233,Vetements T-shirts,Vetements,T-shirts,Homme,XS,Jaune,87.25,41.4,84
CF547,Chaussures Football,Chaussures,Football,Homme,41,Vert,264.11,106.8,52
CF840,Chaussures Football,Chaussures,Football,Unisexe,44,Blanc,216.64,126.38,5
AS973,Accessoires Sacs,Accessoires,Sacs,Homme,M,Jaune,296.58,151.21,6
CR839,Chaussures Running,Chaussures,Running,Femme,44,Vert,74.43,35.93,88
VT889,Vetements T-shirts,Vetements,T-shirts,Unisexe,L,Bleu,166.67,71.02,31
AC258,Accessoires Casquettes,Accessoires,Casquettes,Femme,S,Vert,296.92,164.02,25
AS519,Accessoires Sacs,Accessoires,Sacs,Unisexe,XS,Vert,154.62,81.04,51
AC460,Accessoires Casquettes,Accessoires,Casquettes,Homme,S,Noir,56.26,30.86,64
VS664,Vetements Shorts,Vetements,Shorts,Homme,L,Vert,170.4,93.0,29
VS809,Vetements Shorts,Vetements,Shorts,Femme,XL,Rouge,150.8,55.83,32
VT418,Vetements T-shirts,Vetements,T-shirts,Homme,XL,Noir,70.3,23.65,83
CR287,Chaussures Running,Chaussures,Running,Femme,40,Bleu,271.15,116.43,100
VS794,Vetements Shorts,Vetements,Shorts,Femme,XL,Noir,137.96,71.93,20
VT511,Vetements T-shirts,Vetements,T-shirts,Femme,XS,Vert,111.93,55.68,49
CF490,Chaussures Football,Chaussures,Football,Homme,44,Bleu,282.23,152.58,36
CF223,Chaussures Football,Chaussures,Football,Homme,36,Jaune,227.76,111.9,20
CR181,Chaussures Running,Chaussures,Running,Femme,36,Rouge,208.42,79.61,33
VT939,Vetements T-shirts,Vetements,T-shirts,Femme,L,Vert,197.65,89.6,10
AC865,Accessoires Casquettes,Accessoires,Casquettes,Homme,XS,Noir,181.72,99.24,48
VS450,Vetements Shorts,Vetements,Shorts,Homme,M,Vert,187.24,87.3,40
AC694,Accessoires Casquettes,Accessoires,Casquettes,Homme,L,Bleu,203.88,108.99,28
CF998,Chaussures Football,Chaussures,Football,Unisexe,35,Jaune,193.4,84.03,5
CR818,Chaussures Running,Chaussures,Running,Homme,39,Rouge,222.93,115.48,57
VS659,Vetements Shorts,Vetements,Shorts,Homme,XS,Blanc,187.11,98.75,90
CB752,Chaussures Basketball,Chaussures,Basketball,Homme,45,Jaune,291.04,169.18,85
CB651,Chaussures Basketball,Chaussures,Basketball,Unisexe,38,Noir,59.35,34.76,86
AC253,Accessoires Chaussettes,Accessoires,Chaussettes,Femme,L,Bleu,258.97,128.91,73
